,name,category,project,guest,bedroom,bathroom,price,discounted,normal price,province,state,country
1563,VINHOMES TIMES CITY T18/HA NOI CENTER/2BR@BAYHOMES,Service Apartment,None,6,2,2,63,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
1564,Dlux Saigon Apartment (1A) - Expat Corner Hub in D3 - delicous local food hub,Service Apartment,None,4,1,1,61,0,Invalid,Quận 3,Hồ Chí Minh,Vietnam
1565,Sapa Highland Resort and Spa,Other,None,2,1,1,64,0,Invalid,Sa Pa,Lào Cai,Vietnam
1566,TRANG TIEN HOSTEL,Entire House,None,12,1,2,65,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
1567,Quy Nhơn Center House_Delux Triple Bed,Service Apartment,None,3,1,1,30,0,Invalid,Quy Nhơn,Bình Định,Vietnam
1568,SUNNY HOUSE/ BEST CHOICE TO YOU/ BEAUTIFUL PLACE,Condominium,None,2,1,1,35,0,Invalid,Ba Đình,Hà Nội,Vietnam
1569,"Hoang Kim homestay Ta Van, Sapa-1 Bed with private toilet",Other,None,2,1,1,14,0,Invalid,Sa Pa,Lào Cai,Vietnam
1570,Vinhomes Metropolis 2BR@near Ho Tay#THANH home,Condominium,None,6,2,2,70,0,Invalid,Ba Đình,Hà Nội,Vietnam
1571,Green Apartment - 2PN đầy đủ tiện nghi hiện đại tại Ecolife Capital,Condominium,None,6,2,2,52,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
1572,PNP Apartment - Cherry Flower,Condominium,None,4,2,2,91,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1573,Lunetta Serviced Apartment,Service Apartment,None,4,2,2,83,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
1574,"Muong Thanh Apartment has 2 bedrooms, looks at the beach",Service Apartment,None,6,2,2,65,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1575,Lily House - Vincom Nguyễn Chí Thanh,Condominium,None,6,2,2,78,0,Invalid,Đống Đa,Hà Nội,Vietnam
1576,Parama Apartments Ocean View,Service Apartment,None,2,1,1,69,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1577,"Deluxe Room , Queen Bed And Balcony ",Studio Apartment,None,2,1,1,45,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1578,Holi Beach Apartments - ONE-BEDROOM APARTMENT WITH BALCONY,Service Apartment,None,5,1,1,72,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1579,★Beach Vibes★2930| 02 BRs Apt.| My Khe Beach Front,Condominium,None,6,2,2,75,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1580,Park 5_Choco APt_ 2BR_Timescity,Condominium,None,4,2,1,46,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
1581,Lizy's Luxury Apartment@Lancaster20NuiTruc,Studio Apartment,None,2,1,1,52,1,61,Ba Đình,Hà Nội,Vietnam
1582,Phòng 3 giường đôi - Lambro Home,Entire House,None,7,1,1,26,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1583,The Manor 1- 1806 AW · Awesome 2 bedrooms + 2 bathrooms+ free pool + view,Condominium,None,4,2,2,64,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1584,Top Penthouse Seaview - Nha Trang Beach,Service Apartment,None,5,2,1,60,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1585,River Beach Resort & Residences Cửa Đại - Deluxe Room,Other,None,2,1,1,62,0,Invalid,Hội An,Quảng Nam,Vietnam
1586,Chin Hostel Nha Trang - 4-bed dorm room,Other,None,4,1,3,43,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1587,TN HOMESTAY_ZEN ROOFTOP MULTIVIEW,Other,None,6,1,1,70,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1588,Snail 360° Ocean View Apartment Hotel,Condominium,None,5,2,2,52,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1589,New Life Apartment in Bai Chay,Condominium,None,5,2,2,65,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
1590,LiCi Homestay 3,Condominium,Vũng Tàu Melody,15,2,2,35,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
1591,Timeless 2 - - Studio apartment with Balcony,Service Apartment,None,2,1,1,17,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1592,Cilantro villa Hoi An - Superior Twin Room,Other,None,2,1,1,67,0,Invalid,Hội An,Quảng Nam,Vietnam
1593,★Saigon Comfy Hidden Gem★LIVE LOCAL | STAY CENTRAL,Condominium,None,4,1,1,23,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1594,Layla Apart - 2BR Luxury@Free Pick-up,Studio Apartment,None,4,2,1,65,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1595,Vinhomes Central Park Serviced Apartment,Service Apartment,None,5,2,2,74,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1596,NUP Hometel - Hygge,Entire House,None,7,1,1,46,0,Invalid,Ba Đình,Hà Nội,Vietnam
1597,Trip Apartment Saigon Studio Apartment,Studio Apartment,None,2,1,1,63,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1598,Vinhomes green bay My Dinh,Condominium,None,4,2,1,48,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
1599,"De9level5 homestay - Không gian xanh, sống an lành...",Condominium,None,6,2,1,70,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
1600,"★ Premium 2BR with River view &amp; City Light View, Bathtub, 5 mins to CBD",Condominium,None,5,2,2,70,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1601,"The Lankmark 81, Luxury Stay In Sai Gon",Service Apartment,None,4,1,1,91,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1602,Luxury 3 rooms Department De Le Roi Soleil view Westlake,Condominium,None,6,3,2,74,0,Invalid,Tây Hồ,Hà Nội,Vietnam
1603,Nam Định Tower,Condominium,None,4,2,2,90,0,Invalid,Nam Định,Nam Định,Vietnam
1604,Luxurious Apartment In The Manor Building,Studio Apartment,None,3,1,1,42,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1605,36F @Skylake cozy ~2 BR ~ 한국 동네 - near Keangnam,Condominium,None,4,2,2,54,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
1606,Hanoi D'Capitale Apartment @ Vincom,Service Apartment,None,4,1,1,59,0,Invalid,Cầu Giấy,Hà Nội,Vietnam
1607,SaiGon Royal District4,Condominium,None,4,2,1,77,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1608,Breakfast Included★3BR Apartment in Hanoi center,Condominium,None,6,3,3,121,1,152,Đống Đa,Hà Nội,Vietnam
1609,Quang'S House Goldmark City Hanoi,Condominium,None,7,3,2,65,0,Invalid,Nam Từ Liêm,Hà Nội,Việt Nam
1610,LagomHomeVT - Căn hộ 02PN sát biển,Service Apartment,None,10,2,2,91,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
1611,Wild Sea Apartment in Nha Trang - 2430,Service Apartment,None,4,2,2,33,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1612,"AN HOME SUITES | Chic Design, River View @Vinhomes Golden River",Service Apartment,None,3,1,1,52,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1613,May's House-Homestay Đà Nẵng gần biển Mỹ Khê,Entire House,None,18,3,3,75,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1614,Lena House,Service Apartment,None,5,2,2,78,0,Invalid,Ba Đình,Hà Nội,Vietnam
1615,KZR Kuala Lumpur Homestay,Condominium,None,10,2,2,52,0,Invalid,Ma-lai-xi-a,Kuala Lumpur,Việt Nam
1616,[DISCOUNT] Minimalism Cozy&Luxury 2Brs,Condominium,None,5,2,2,43,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
1617,gold stars relax villa,Villa,None,20,4,5,144,0,Invalid,Long Điền,Bà Rịa Vũng Tàu,Vietnam
1618,Standard Double room with Window- Đón gió biển từ ban mai,Entire House,None,4,1,1,11,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1619,Donald’s House,Entire House,None,16,5,4,87,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1620,Airstream Houseboat with Amazing Lake Travis View,Entire House,None,10,2,2,122,0,Invalid,Travis County,Texas,United States
1621,Luxury Apartment Sunrise City Toà X1,Service Apartment,Sunrise City,4,1,1,57,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
1622,DayDream full house,Entire House,None,10,3,1,61,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
1623,L6-0411,Condominium,None,4,2,2,80,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1624,Au Coeur Comfort Apartment: Two-bed-room,Service Apartment,None,5,2,2,59,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
1625,34th Fl Seaview Modern Apartment,Service Apartment,None,4,2,2,33,1,48,Nha Trang,Khánh Hòa,Vietnam
1626,Apartment For Travelers,Condominium,None,7,3,2,61,0,Invalid,Bắc Từ Liêm,Hà Nội,Vietnam
1627,The Yellow Vibe - Happie,Studio Apartment,None,4,1,1,42,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1628,Phơri's House The Mountaineer - Ground Floor Room #1,Entire House,None,2,1,2,23,1,35,Sa Pa,Lào Cai,Vietnam
1629,VINHOMES SKYLAKE BRAND NEW 2BR APARTMENT NEAR KEANG NAM HANOI,Condominium,None,4,2,2,55,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
1630,Ciel de Puluong,Other,None,2,1,1,74,0,Invalid,Bá Thước,Thanh Hóa,Vietnam
1631,M Home @ Saigon Royal #02 #City view #Free pool & gym,Service Apartment,None,4,2,1,55,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1632,Vinhomes Central Park,Condominium,None,5,2,2,69,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1633,Sea Breeze Resort Phú Quốc_Phòng hướng biển (Ocean view room),Other,None,3,1,1,84,0,Invalid,Phú Quốc,Kiên Giang,Vietnam
1634,Ney's Luxury 2BR Aprt ,Service Apartment,None,5,2,2,60,0,Invalid,Ba Đình,Hà Nội,Vietnam
1635,Zen Diamond Suites -  Deluxe Twin Room,Service Apartment,None,2,1,1,85,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
1636,bonjourhomestay,Service Apartment,None,6,2,2,65,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
1637,VILLA- Design Europe | 10' to Old Quarter| Pool View,Villa,None,2,1,1,91,0,Invalid,Long Biên,Hà Nội,Vietnam
1638,LiTy House - phòng giường tầng,Service Apartment,None,8,1,1,65,0,Invalid,Thanh Khê,Đà Nẵng,Vietnam
1639,Do Thanh building,Service Apartment,None,2,1,1,78,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
1640,Căn Hộ Sunrise City 1BR - Fully equipped,Service Apartment,Sunrise City,3,1,1,70,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
1641,Skylake phạm hùng cạnh toà kangnam-2ngu-2wc 1phong khách,Condominium,None,5,2,2,52,0,Invalid,Cầu Giấy,Hà Nội,Vietnam
1642,Smart Condotel Ariyana,Condominium,None,3,1,1,61,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1643,⚜️2BR Luxurious☘️Near Thu Le Park☘️Lilyhometel⚜️,Condominium,None,5,2,1,39,1,46,Cầu Giấy,Hà Nội,Vietnam
1644,Sunrise City 1 bedroom Apartment,Condominium,None,3,1,1,70,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
1645,V Apartment - 2 Giường ,Service Apartment,None,2,1,1,67,0,Invalid,Ngô Quyền,Hải Phòng,Vietnam
1646,Lotus Suite - Right in The Heart of Saigon,Studio Apartment,None,4,1,1,52,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1647,SunriseCity Luxury 2bed2bath SW POOL#1,Condominium,None,4,2,2,70,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
1648,T1 Masteri Thao Dien,Condominium,Masteri Thảo Điền,5,2,2,65,0,Invalid,Quận 2,Hồ Chí Minh,Vietnam
1649,Sunrise City 1 bedroom Luxury Apartment,Condominium,None,2,1,1,75,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
1650,Friendly Serviced Apartment Free Pool & Gym *Near Airport*,Service Apartment,None,4,1,1,36,1,48,Phú Nhuận,Hồ Chí Minh,Vietnam
1651,Apart-hotel in CBD @ Icon 56/Stunning rooftop pool 19fl,Other,Icon 56,8,3,3,83,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1652,Khanh's Home,Entire House,None,4,1,1,20,0,Invalid,Huế,Thừa Thiên Huế,Vietnam
1653,"Căn hộ Ocean Vista, Sealinks Phan Thiết - Block mới và gần biển nhất, đặt phòng ngày lễ tặng ở ngày thường,  Scandinavian Style",Service Apartment,None,4,1,1,43,0,Invalid,Phan Thiết,Bình Thuận  ,Vietnam
1654,Mộc Homestay Nha Trang - Cozy Family On The Top At City Center 401,Entire House,None,2,1,1,20,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1655,RubyLand Apartments - Sea View,Service Apartment,None,6,2,2,65,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1656,Millennium  Apartment A10 - 2BR ,Condominium,Millennium Masteri,4,2,2,74,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1657,Căn hộ ngập tràn ánh sáng 2 phòng ngủ,Condominium,None,6,2,2,44,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
1658,"BaoDai Homestay - Old Villa/Clean/Very Large/Homestay at NgocHa,Ba Dinh, Ha noi",Villa,None,14,4,4,70,0,Invalid,Ba Đình,Hà Nội,Vietnam
1659,T'Ruby House - Triple Room 01 ,Entire House,None,7,1,1,47,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1660,Anna's house homestay,Entire House,None,14,3,2,83,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1661,Pu Luong Discovery Home stay Garden Bungalow,Other,None,4,1,1,68,0,Invalid,Bá Thước,Thanh Hóa,Vietnam
1662,Riverside Plum Garden - Phòng Superior 3 Người 1,Entire House,None,3,1,1,18,1,22,Hội An,Quảng Nam,Vietnam
1663,Một phòng ngủ đẹp nhất Q7,Condominium,None,2,1,1,59,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
1664,High house - 2 Double Beds ,Entire House,None,4,1,1,28,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1665,❤4BR GORGEOUS VILLA@DA NANG CENTRE❤ VERNAL HOME B29,Entire House,None,12,4,4,157,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
1666,Premium Studio apartment - Free pool and gym - City center,Studio Apartment,None,4,1,1,37,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1667,A-Homes Green Bay Luxury Apartment 1.6,Other,None,2,1,1,21,1,26,Nam Từ Liêm,Hà Nội,Vietnam
1668,Twin Room with hill view,Entire House,None,5,1,1,41,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1669,Phú Quốc Dumbo Bungalow view biển,Entire House,None,3,1,1,87,0,Invalid,Phú Quốc,Kiên Giang,Vietnam
1670,TrucBamboo's living space #1,Studio Apartment,None,2,1,1,65,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1671,Soha Homestay - Entire Balcony Flat in the central Hanoi,Entire House,None,6,2,1,65,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
1672,GODY Flight-House,Condominium,None,5,2,2,63,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1673,Mignon House,Other,None,1,4,4,109,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1674,Meriton -  Superior King Bed with Sea view,Condominium,None,2,1,1,78,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1675,"Spacious 2BR River&City view on TOP, Pool&Gym",Service Apartment,None,4,2,1,45,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1676,Hana House - Double Room with Shared Bathroom,Other,None,2,1,1,14,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1677,Dalat 1893 Homestay-Sunny Room 1,Entire House,None,2,1,1,13,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1678,New Valentine Huế - Gần chợ Đông Ba. Phòng 01 Giường Đôi,Entire House,None,2,1,1,12,0,Invalid,Huế,Thừa Thiên Huế,Vietnam
1679,CORNER CONDO - 180 degrees city view,Condominium,None,9,3,2,62,0,Invalid,Thanh Khê,Đà Nẵng,Vietnam
1680,Win Aparment Studio Tiêu chuẩn (Min 2 night) #3,Studio Apartment,None,3,1,1,13,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1681,"BNT Home 2BR @Vinhomes Skylake Keangnam 한국 동네, 하노이 베트남",Condominium,None,4,2,2,61,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
1682,Bean House - Serviced Apt in Nha Trang Center 2.1,Service Apartment,None,2,1,1,87,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1683,Deluxe Ocean View,Other,None,2,1,1,43,0,Invalid,Hàm Thuận Nam,Bình Thuận  ,Vietnam
1684,Green Hill Hostel - Homestay ( Bungalow 1 bed - 1 ),Entire House,None,2,1,1,17,0,Invalid,Hà Giang,Hà Giang,Vietnam
1685,ODYS APARTMENT - 903,Studio Apartment,None,2,1,1,74,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1686,[YH] Modern Studio Free Gym&Pool// Rivergate Saigon,Condominium,None,5,2,2,99,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1687,Golden House 2,Service Apartment,None,2,1,1,61,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1688,Hà Nội Home 1 - Nice house for you (201),Service Apartment,None,2,1,1,21,0,Invalid,Tây Hồ,Hà Nội,Vietnam
1689,Cuối Ngõ House,Entire House,None,9,3,2,43,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1690,Cozy Apartment || Full Kitchen || 10' from Airport - HO 1306,Studio Apartment,None,2,1,1,20,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
1691,L's home Hạ Long,Entire House,None,12,3,4,91,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
1692,"Lux 3BR+1 Resort w Pool@Nadyne Gardens, ParkCity",Villa,None,8,4,4,70,0,Invalid,Hà Đông,Hà Nội,Vietnam
1693,DC GREEN HILL the GARDEN,Entire House,None,8,1,1,43,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1694,Lovely Designed Home near St. Joseph's Cathedral - Holo Fairy House Hanoi,Studio Apartment,None,2,1,1,35,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
1695,Sky Center Apartment,Condominium,Sky Center,3,1,1,41,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
1696,Double room without window (breakfast including) Fedora Hostel,Entire House,None,2,1,1,14,0,Invalid,Thanh Khê,Đà Nẵng,Vietnam
1697,Cozy Studio Orestay Vinhomes D’capitale Tran Duy Hung. ,Condominium,None,3,1,1,43,0,Invalid,Cầu Giấy,Hà Nội,Vietnam
1698,VWyL Bungalow 2,Other,None,6,1,1,48,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1699,M&K Home,Studio Apartment,None,2,1,1,13,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
1700,Verol House (shared bathroom),Condominium,None,2,1,1,21,0,Invalid,Đống Đa,Hà Nội,Vietnam
1701,Ginta Villa 257,Villa,None,15,4,4,117,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
1702,⚜️1BR Apt With Balcony ☘️ Nearby Embassy Of Japan⚜️,Condominium,None,3,1,1,26,1,31,Cầu Giấy,Hà Nội,Vietnam
1703,Địa Dư Homestay Đà Lạt - Basic Single Room 202,Entire House,None,2,1,1,9,1,12,Đà Lạt,Lâm Đồng,Vietnam
1704,Jack APT/3BR + sea view/ 1 min to beach/ tranquil/ huge balcony,Other,None,15,3,2,43,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
1705,The Hanoians Homestay-2BR/Balcony,Condominium,None,6,2,2,55,0,Invalid,Tây Hồ,Hà Nội,Vietnam
1706,Golden Mansion GM3-03.04 - 2BR - 5 MIN TO AIRPORT,Service Apartment,None,5,2,2,46,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
1707,Mường Thanh Luxury Apartment_2120,Condominium,None,6,2,2,68,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1708,Green home,Condominium,None,8,2,2,67,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
1709,"Villa garden, near the sea, very quiet",Villa,None,8,3,2,196,0,Invalid,Phú Quốc,Kiên Giang,Vietnam
1710,VINHOMES LUXURIOUS STYLE HOME-2/BED,Service Apartment,None,5,2,2,63,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1711,Monica Apartment - Sapphire Luxury,Entire House,None,2,1,1,60,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
1712,5-star luxury 2BR apartment in Saigon - Vinhomes Central Park 6A,Condominium,None,4,2,2,85,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1713,PHUONG'S BEACH APARTMENT 1,Condominium,None,4,1,1,83,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1714,An Bang Garden House - Lotus Room,Studio Apartment,None,3,1,1,60,0,Invalid,Hội An,Quảng Nam,Vietnam
1715,Homestay Thung Lũng Hoa Hồ Tây,Villa,None,30,9,8,161,0,Invalid,Tây Hồ,Hà Nội,Vietnam
1716,Hyatt Danang Resort - One bedroom Apartment - OCEAN VIEW,Condominium,None,3,1,1,174,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1717,City Apartment 2BR-01@Vinhomes Central Park,Service Apartment,None,5,2,2,63,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1718,Tumiki Home,Condominium,None,6,3,1,87,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1719,Flamingo Forest villa,Villa,None,3,1,1,52,0,Invalid,Phúc Yên,Vĩnh Phúc,Vietnam
1720,Mường Thanh Luxury Apartment_2018,Condominium,None,6,2,2,72,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
1721,Modern Studio Tripple / Window,Service Apartment,None,3,1,1,32,0,Invalid,Tây Hồ,Hà Nội,Vietnam
1722,Tam Coc Dibi Villa - Deluxe family suite with Pool view ,Other,None,4,1,2,74,0,Invalid,Hoa Lư,Ninh Bình,Vietnam
1723,FANTA SUITE VILLA  -  Studio Triple Pond View,Studio Apartment,None,5,1,1,65,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1724,"West Lake, Quang Ba, Hana' House 1",Entire House,None,2,1,1,15,0,Invalid,Tây Hồ,Hà Nội,Vietnam
1725,Luxury Imperia Apartment 2BR,Condominium,None,5,2,2,62,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
1726,KUA CASA - Studio Apartment ,Villa,None,3,1,1,74,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1727,KUA CASA - Studio Suite with balcony,Villa,None,3,1,1,96,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1728,KUA CASA - Studio Balcony,Villa,None,3,1,1,83,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1729,Son & Henry Apartment - Ben Thanh Tower 5.2,Condominium,None,4,1,1,79,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1730,"Căn hộ 1PN trung tâm Pratunam, Bangkok",Condominium,None,3,1,1,54,0,Invalid,Ratchathewi,Krung Thep Maha Nakhon,Thailand
1731,Hoàng Đức House Nguyên Căn View ngắm nhìn thung lũng,Entire House,None,20,8,8,130,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1732,Rooster Homestay Hạ Long | 3 phòng ngủ VIEW BIỂN,Condominium,None,12,3,2,57,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
1733, Căn hộ Dalat SulyHome & Apartment ,Service Apartment,None,6,1,1,39,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1734,DM 135 Homestay - Family Room,Entire House,None,4,1,1,70,0,Invalid,Ba Đình,Hà Nội,Vietnam
1735,Layla House,Studio Apartment,None,2,1,1,27,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1736,Animor Green Home Deluxe Double,Condominium,None,2,1,1,72,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
1737,TROPICAL HOUSE*MODERN GREEN 2BR APT*FREE POOL,Service Apartment,None,6,2,1,35,1,64,Sơn Trà,Đà Nẵng,Vietnam
1738,Cactus Homestay Hanoi,Entire House,None,3,1,1,17,1,20,Hoàn Kiếm,Hà Nội,Vietnam
1739,CozyHouse VungTau 2nd,Condominium,None,7,2,2,35,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
1740,Royal apart-hotel w/ 2 balcony for 10 people enjoy,Condominium,Icon 56,8,3,2,104,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1741,Vinhomes Sai Gon Apartment - 2BR- Comfortable and Luxury,Condominium,None,5,2,2,63,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
1742,LiA House#44 ImperiaGarden 2BR Charm & Convenience,Condominium,None,4,2,2,48,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
1743,"Cho thuê căn 2PN tầng 15 nhà R1 Sunshine Revershine ,Tây Hồ , Hà Nội",Condominium,None,4,2,1,39,0,Invalid,Tây Hồ,Hà Nội,Vietnam
1744,Supi's Home - River view - Ben Thanh 5mins,Condominium,None,10,3,2,90,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
1745,LaBichehome-Biệt thự 3 phòng view đẹp- không gian riêng tư,Villa,None,90,3,4,204,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1746,Mơ homestay,Condominium,Vũng Tàu Melody,8,2,2,43,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
1747,Mochi Homestay - 6 phòng ngủ trung tâm Hà Nội cho đoàn 20 người,Entire House,None,20,6,7,98,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
1748,Vũng Tàu Aparment Seaview Unit 26L,Condominium,None,14,3,3,109,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
1749,Tutuxich Villa Dalat,Villa,None,35,8,9,283,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
1750,Bean House - Serviced Apt in Nha Trang Center 3.2,Service Apartment,None,2,1,1,87,0,Invalid,Nha Trang,Khánh Hòa,Vietnam
1751,Senses House 5f Big Balcony,Studio Apartment,None,3,1,1,24,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
1752,Gai's Home,Condominium,None,6,2,1,61,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
1753,La Mer Halong,Condominium,None,6,2,2,52,0,Invalid,Hạ Long,Quảng Ninh,Vietnam
1754,Metropolis/Lake View *Luxury Service* Sunshine Apt,Condominium,None,6,2,2,78,0,Invalid,Ba Đình,Hà Nội,Vietnam
1755,BENNY COZY HOUSE,Service Apartment,None,6,2,2,52,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
1756,Ivory Villas and Resort - Villas 3 bedrooms with lake view,Villa,None,7,3,3,283,1,565,Lương Sơn,Hòa Bình,Vietnam
1757,"1Br - The Sunrise City Apartment, District 7",Condominium,Sunrise City,3,1,1,62,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
1758,"Bungalow #1 - Hoang Lien Son - Ta Phin, Sapa",Entire House,None,3,1,1,66,0,Invalid,Sa Pa,Lào Cai,Vietnam
